name,country_code,state_code,region,city,market_category,market,founded_at,funding_total_usd,funding_rounds,first_funding_at,last_funding_at,status,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
36Kr,CHN,,Beijing,Beijing,Social & Communication, Social Media ,1999-01-01,3147952.0,2.0,2011-04-01,2012-07-01,operating,,1573976.0,,,,,,,,,,,,1573976.0,,,,,,,
37coins,USA,CA,SF Bay Area,Sunnyvale,Finance & FinTech, Bitcoin ,2014-01-01,25000.0,1.0,2014-03-15,2014-03-15,operating,25000.0,,,,,,,,,,,,,,,,,,,,
37mhealth,CHN,,CHN - Other,,Mobile, Mobile ,2013-01-01,1629549.0,1.0,2014-03-01,2014-03-01,operating,,,,,,,1629549.0,,,,,,,,,,,,,,
382 Communications,USA,MA,Boston,Quincy,Mobile, Mobile ,2010-01-01,1600000.0,1.0,2012-01-13,2012-01-13,operating,,,,,,1600000.0,,,,,,,,,,,,,,,
39 Health,,,,,Healthcare, Health and Wellness ,,3750000.0,2.0,2006-03-01,2007-03-01,operating,,3750000.0,,,,,,,,,,,,,,,,,,,
3BaysOver,CHE,,Geneva,Geneva,Travel & Hospitality, Online Travel ,2011-08-01,1719583.0,2.0,2011-08-01,2014-07-10,operating,375000.0,,,,,,1344583.0,,,,,,,,,,,,,,
3C Plus,BRA,,Curitiba,Curitiba,Other, Web Development ,2013-01-10,75000.0,1.0,2013-01-10,2013-01-10,operating,75000.0,,,,,,,,,,,,,,,,,,,,
3CI,ITA,,Bolzano,Bolzano,Biotechnology, Biotechnology ,2008-01-01,133620.0,1.0,2011-01-01,2011-01-01,operating,,,,,,,,133620.0,,,,,,,,,,,,,
3ClickEMR Corporation,USA,MA,Boston,West Roxbury,Healthcare, Electronic Health Records ,2010-06-23,500000.0,2.0,2010-06-23,2011-06-01,closed,250000.0,,,,,,250000.0,,,,,,,,,,,,,,
3CLogic,USA,MD,"Washington, D.C.",Rockville,Software & SaaS, Customer Service ,2005-01-01,9940000.0,2.0,2013-01-14,2014-03-04,operating,,4200000.0,,,1540000.0,,,,,,,,,,4200000.0,,,,,,
3D Biomatrix,USA,MI,Detroit,Ann Arbor,Biotechnology, Biotechnology ,2010-01-01,1465000.0,1.0,2013-02-05,2013-02-05,operating,1465000.0,,,,,,,,,,,,,,,,,,,,
3D Control Systems,USA,CA,SF Bay Area,San Francisco,Software & SaaS, Enterprise Software ,2013-03-01,28000.0,1.0,2013-11-10,2013-11-10,operating,28000.0,,,,,,,,,,,,,,,,,,,,
3D Data,USA,MA,Boston,Quincy,,,2013-01-01,250000.0,1.0,2014-06-02,2014-06-02,operating,,,,,,250000.0,,,,,,,,,,,,,,,
3D Eye Solutions,USA,FL,Orlando,Longwood,,,,380000.0,2.0,2008-08-11,2010-04-06,operating,,380000.0,,,,,,,,,,,,,,,,,,,
3D FUTURE VISION II,USA,FL,Orlando,Longwood,Entertainment & Media, Games ,2011-01-01,503000.0,2.0,2011-06-22,2013-03-21,closed,,503000.0,,,,,,,,,,,,,,,,,,,
3D Hubs,NLD,,Amsterdam,Amsterdam,Hardware & Semiconductors, 3D Printing ,2013-04-01,9000000.0,2.0,2013-08-27,2014-09-02,operating,,4500000.0,,,,,,,,,,,,4500000.0,,,,,,,
3D Industri.es,USA,OH,Cincinnati,Cincinnati,Other, 3D ,2011-01-01,1200000.0,2.0,2012-03-01,2013-03-01,operating,350000.0,,,,,,850000.0,,,,,,,,,,,,,,
"3D Operations, Inc.",,,,,,,2014-06-18,7500.0,1.0,2014-05-15,2014-05-15,operating,7500.0,,,,,,,,,,,,,,,,,,,,
3D Product Imaging,,,,,Software & SaaS, 3D Technology ,2013-01-01,240000.0,2.0,2014-01-01,2014-05-15,operating,,,,,205000.0,35000.0,,,,,,,,,,,,,,,
3D Robotics,USA,CA,San Diego,San Diego,Hardware & Semiconductors, Drones ,2009-01-01,70000000.0,3.0,2012-11-05,2014-09-16,operating,,35000000.0,,,,,,,,,,,,5000000.0,30000000.0,,,,,,
3D Sports Technology,USA,MN,Minneapolis,Minneapolis,Software & SaaS, Software ,2010-01-01,909940.0,3.0,2011-01-21,2013-07-25,operating,,909940.0,,,,,,,,,,,,,,,,,,,
3D Systems,USA,SC,SC - Other,Rock Hill,Software & SaaS, Software ,1986-01-01,169500000.0,3.0,2014-01-15,2014-10-13,operating,,19500000.0,,,,,,,,,150000000.0,,,,,,,,,,
3d Vision Systems,USA,MI,Detroit,Ann Arbor,Hardware & Semiconductors, Hardware + Software ,2009-01-01,150000.0,1.0,2012-12-03,2012-12-03,operating,,150000.0,,,,,,,,,,,,,,,,,,,
3D-4U,USA,WA,WA - Other,Pullman,,,2012-01-01,750000.0,1.0,2014-10-14,2014-10-14,operating,,,,,,750000.0,,,,,,,,,,,,,,,
3DBin,USA,CA,SF Bay Area,Redwood City,E-Commerce & Retail, E-Commerce ,2009-02-06,400000.0,1.0,2014-10-12,2014-10-12,operating,,400000.0,,,,,,,,,,,,,,,,,,,
3dCart Shopping Cart Software,USA,FL,Ft. Lauderdale,Lauderhill,E-Commerce & Retail, E-Commerce ,1997-05-01,1250000.0,1.0,2010-01-01,2010-01-01,operating,,,,,,,1250000.0,,,,,,,,,,,,,,
3dim,,,,,,,,50000.0,1.0,2013-10-30,2013-10-30,operating,50000.0,,,,,,,,,,,,,,,,,,,,
3DiVi Company,RUS,,RUS - Other,Miass,Software & SaaS, Software ,2011-04-01,2670000.0,2.0,2011-01-01,2012-10-01,operating,1870000.0,,,,,,,800000.0,,,,,,,,,,,,,
3DLT.com,USA,KY,KY - Other,Covington,E-Commerce & Retail, Retail ,,530000.0,1.0,2014-08-22,2014-08-22,operating,,,,,,530000.0,,,,,,,,,,,,,,,
3Dmena,,,,,,,2014-08-03,30000.0,1.0,2014-01-01,2014-01-01,operating,30000.0,,,,,,,,,,,,,,,,,,,,
3DMGAME,,,,,Entertainment & Media, Video ,2001-01-01,732064.0,1.0,2010-05-01,2010-05-01,operating,,,,,,,732064.0,,,,,,,,,,,,,,
3dplusme,USA,UT,Salt Lake City,Salt Lake City,Hardware & Semiconductors, 3D Printing ,,200000.0,1.0,2014-04-06,2014-04-06,operating,,200000.0,,,,,,,,,,,,,,,,,,,
3DR Laboratories,USA,KY,Louisville,Louisville,Biotechnology, Biotechnology ,,7436500.0,2.0,2009-05-29,2012-08-23,operating,,7200000.0,,,,236500.0,,,,,,,,,,,,,,,
3DSoC,IND,,Bangalore,Bangalore,Mobile, Mobile ,2006-06-01,4130000.0,2.0,2007-12-01,2010-08-01,operating,,2065000.0,,,,,,,,,,,,1240000.0,825000.0,,,,,,
3DVista,,,,,E-Commerce & Retail, Curated Web ,,475000.0,1.0,2008-06-03,2008-06-03,operating,,475000.0,,,,,,,,,,,,,,,,,,,
3FLOZ,USA,NY,New York City,New York,Healthcare, Health and Wellness ,2009-11-01,750000.0,1.0,2013-08-16,2013-08-16,operating,750000.0,,,,,,,,,,,,,,,,,,,,
3G Multimedia,HUN,,Budapest,Budapest,Mobile, Mobile ,2009-09-15,3400000.0,2.0,2011-01-01,2012-07-01,operating,,1700000.0,,,,,,,,,,,,1700000.0,,,,,,,
3Guppies,USA,WA,Seattle,Seattle,Entertainment & Media, Music ,2003-01-01,40000000.0,1.0,2006-04-05,2006-04-05,operating,,20000000.0,,,,,,,,,,,,20000000.0,,,,,,,
3GV8 International Inc,CHN,,Beijing,Beijing,Mobile, Mobile ,2005-07-01,1492370.0,2.0,2006-03-01,2007-02-01,operating,,746185.0,,,,,,,,,,,,746185.0,,,,,,,
3i Systems,CHN,,Guangdong,Guangdong,Hardware & Semiconductors, Semiconductors ,2006-11-01,20208150.0,3.0,2007-08-20,2010-03-01,closed,,13708150.0,,,,,,,,,,,,,6500000.0,,,,,,
3Jam,USA,CA,SF Bay Area,San Francisco,Social & Communication, Messaging ,2005-01-01,8000000.0,1.0,2007-07-01,2007-07-01,operating,,4000000.0,,,,,,,,,,,,4000000.0,,,,,,,
3Leaf,USA,CA,SF Bay Area,Santa Clara,Software & SaaS, Web Hosting ,2004-06-01,130000000.0,3.0,2005-01-01,2008-09-22,acquired,,65000000.0,,,,,,,,,,,,10000000.0,20000000.0,35000000.0,,,,,
3LM,,,,,Hardware & Semiconductors, Android ,2010-07-01,1500000.0,1.0,2010-07-01,2010-07-01,acquired,1500000.0,,,,,,,,,,,,,,,,,,,,
3Nod,CHN,,Shenzhen,Shenzhen,Software & SaaS, Enterprise Software ,,10600000.0,1.0,2007-01-01,2007-01-01,operating,,5300000.0,,,,,,,,,,,,5300000.0,,,,,,,
3P Biopharmaceuticals,ESP,,Navarra,,Biotechnology, Biotechnology ,,4783500.0,2.0,2007-06-29,2008-02-05,operating,,4783500.0,,,,,,,,,,,,,,,,,,,
3Pillar Global,USA,VA,"Washington, D.C.",Fairfax,Software & SaaS, Software ,2006-08-01,37920000.0,4.0,2010-01-29,2013-06-06,operating,,22520000.0,,,,3400000.0,,,,,,,,12000000.0,,,,,,,
3Play Media,USA,MA,Boston,Cambridge,Software & SaaS, Software ,2007-01-01,1011601.0,3.0,2010-02-08,2011-10-21,operating,50000.0,961601.0,,,,,,,,,,,,,,,,,,,
3point5.com,USA,UT,Salt Lake City,Salt Lake City,E-Commerce & Retail, Curated Web ,,3000000.0,1.0,2006-10-09,2006-10-09,operating,,1500000.0,,,,,,,,,,,,,1500000.0,,,,,,
3POWER ENERGY GROUP,GBR,,Plymouth,Plymouth,Clean Tech & Energy, Clean Technology ,,50000000.0,1.0,2011-03-11,2011-03-11,operating,,,,,,,,,50000000.0,,,,,,,,,,,,
3rd Planet,CHN,,CHN - Other,,E-Commerce & Retail, Curated Web ,2010-05-23,2500000.0,2.0,2011-02-10,2012-05-01,operating,,1000000.0,,,,,500000.0,,,,,,,1000000.0,,,,,,,
3rdKind,JPN,,Tokyo,Tokyo,Other, Game ,,1000000.0,1.0,2014-07-29,2014-07-29,operating,,1000000.0,,,,,,,,,,,,,,,,,,,
3ROAM,FRA,,Nice,Mougins,Mobile, Mobile ,2005-01-01,1394250.0,1.0,2008-11-14,2008-11-14,operating,,1394250.0,,,,,,,,,,,,,,,,,,,
3scale,ESP,,Barcelona,Barcelona,Software & SaaS, Developer APIs ,2007-12-01,5000000.0,2.0,2010-04-20,2013-04-24,operating,800000.0,,,,,,,,4200000.0,,,,,,,,,,,,
3Scan,USA,CA,SF Bay Area,San Francisco,Biotechnology, Biotechnology ,2011-01-01,390000.0,3.0,2011-08-31,2013-07-16,operating,40000.0,,,,,,,350000.0,,,,,,,,,,,,,
3seventy,USA,TX,Austin,Austin,Software & SaaS, Software ,2008-01-01,2000000.0,1.0,2011-08-19,2011-08-19,operating,2000000.0,,,,,,,,,,,,,,,,,,,,
3SP Group,FRA,,Franche-Comte,,Manufacturing & Logistics, Manufacturing ,,13780000.0,1.0,2009-05-20,2009-05-20,operating,,13780000.0,,,,,,,,,,,,,,,,,,,
3sun,GBR,,Norfolk,,Clean Tech & Energy, Clean Technology ,2007-01-01,15152514.0,1.0,2014-03-03,2014-03-03,operating,,15152514.0,,,,,,,,,,,,,,,,,,,
3TEN8,USA,CA,SF Bay Area,Santa Clara,Software & SaaS, Software ,2013-08-15,1000000.0,1.0,2014-09-01,2014-09-01,operating,1000000.0,,,,,,,,,,,,,,,,,,,,
3TIER,USA,WA,Seattle,Seattle,Clean Tech & Energy, Clean Technology ,1999-01-01,17000000.0,3.0,2007-09-05,2010-02-25,acquired,,15000000.0,,,,,,,,,,,,,2000000.0,,,,,,
3Touch,IRL,,IRL - Other,Athlone,Software & SaaS, Software ,2003-01-01,272000.0,1.0,2007-05-01,2007-05-01,closed,,272000.0,,,,,,,,,,,,,,,,,,,
3V Transaction Services,IRL,,Dublin,Dublin,E-Commerce & Retail, Online Shopping ,2004-01-01,51000000.0,1.0,2013-03-01,2013-03-01,operating,,25500000.0,,,,,,,,,,,,25500000.0,,,,,,,
3VR,USA,CA,SF Bay Area,San Francisco,Security, Security ,2002-01-01,109567194.0,6.0,2006-01-17,2013-10-04,operating,,53000000.0,,,,3567194.0,,,,,,,,5000000.0,10000000.0,9000000.0,12000000.0,17000000.0,,,
3X Systems,USA,OH,"Columbus, Ohio",Columbus,Other, Flash Storage ,2007-11-01,5093925.0,2.0,2008-02-20,2010-05-26,operating,,3393925.0,,,,,,,,,,,,1700000.0,,,,,,,
3yy game platform,,,,,Entertainment & Media, Video ,,163934.0,1.0,2013-12-01,2013-12-01,operating,,,,,,,163934.0,,,,,,,,,,,,,,
4 the stars,BWA,,BWA - Other,Ramotswa,Social & Communication, Networking ,2013-07-12,1000.0,1.0,2014-05-14,2014-05-14,operating,,,1000.0,,,,,,,,,,,,,,,,,,
4-Tell,USA,WA,WA - Other,Stevenson,E-Commerce & Retail, E-Commerce ,2009-04-01,3234979.0,5.0,2011-07-01,2013-07-26,operating,25000.0,1959979.0,,,,250000.0,,,,,,,,1000000.0,,,,,,,
40 Partners Ltd,GBR,,London,London,,,,228187.0,1.0,2013-07-01,2013-07-01,operating,228187.0,,,,,,,,,,,,,,,,,,,,
404 Found!,,,,,Software & SaaS, Enterprise Software ,1997-01-01,11980400.0,2.0,1999-07-01,2000-07-01,operating,513200.0,5733600.0,,,,,,,,,,,,5733600.0,,,,,,,
405Labs,USA,CA,San Diego,San Diego,Analytics & AI, Machine Learning ,2014-01-01,81000.0,1.0,2014-10-22,2014-10-22,operating,,81000.0,,,,,,,,,,,,,,,,,,,
40billion.com,USA,GA,Atlanta,Atlanta,Other, Entrepreneur ,2008-01-23,1050000.0,3.0,2008-04-01,2010-06-01,operating,1050000.0,,,,,,,,,,,,,,,,,,,,
410 Labs,USA,MD,Baltimore,Baltimore,Social & Communication, Messaging ,2010-01-01,1500000.0,1.0,2011-07-11,2011-07-11,operating,,750000.0,,,,,,,,,,,,750000.0,,,,,,,
41st Parameter,USA,CA,SF Bay Area,San Jose,Security, Security ,2004-01-01,72334570.0,4.0,2006-05-08,2012-04-11,acquired,,38064570.0,,,,,,,,,,,,,11200000.0,10070000.0,13000000.0,,,,
42,USA,CA,SF Bay Area,San Francisco,Software & SaaS, Enterprise Software ,2013-01-01,800000.0,2.0,2013-02-21,2014-05-16,operating,800000.0,,,,,,,,,,,,,,,,,,,,
422 Group,USA,GA,Atlanta,Tucker,Software & SaaS, Software ,2004-01-01,1000000.0,1.0,2010-06-15,2010-06-15,operating,,1000000.0,,,,,,,,,,,,,,,,,,,
42Floors,USA,CA,SF Bay Area,San Francisco,Real Estate, Commercial Real Estate ,2011-01-01,34400000.0,4.0,2011-09-01,2013-01-31,operating,400000.0,17000000.0,,,,,,,,,,,,5000000.0,12000000.0,,,,,,
42Networks,SWE,,Stockholm,Kista,Software & SaaS, Web Hosting ,,4517440.0,1.0,2006-02-13,2006-02-13,acquired,,2258720.0,,,,,,,,,,,,,2258720.0,,,,,,
46elks,SWE,,Stockholm,Stockholm,Mobile, Mobile ,,485610.0,2.0,2012-08-24,2014-10-02,operating,485610.0,,,,,,,,,,,,,,,,,,,,
480 Biomedical,USA,MA,Boston,Watertown,Biotechnology, Biotechnology ,2011-01-01,52956999.0,3.0,2012-02-14,2013-04-12,operating,,32956999.0,,,,5000000.0,,,,,,,,15000000.0,,,,,,,
490 Entertainment,USA,NY,Long Island,Smithtown,Entertainment & Media, Games ,1991-05-01,450000.0,1.0,2014-08-15,2014-08-15,operating,,,450000.0,,,,,,,,,,,,,,,,,,
4:33 Creative Lab,KOR,,Seoul,Seoul,Other, Game ,,100000000.0,1.0,2014-11-13,2014-11-13,operating,,,,,,,,,100000000.0,,,,,,,,,,,,
4Cable TV,USA,SC,Myrtle Beach,Conway,Clean Tech & Energy, Clean Technology ,2005-01-01,20900.0,1.0,2013-10-07,2013-10-07,operating,20900.0,,,,,,,,,,,,,,,,,,,,
4D Energetics,USA,CA,SF Bay Area,Menlo Park,Clean Tech & Energy, Clean Technology ,,1160000.0,2.0,2012-09-01,2014-02-18,operating,,,1160000.0,,,,,,,,,,,,,,,,,,
4DK Technologies,USA,VA,"Washington, D.C.",Herndon,Mobile, Mobile ,2005-01-01,3378975.0,1.0,2011-12-12,2011-12-12,operating,,,,,,,,,3378975.0,,,,,,,,,,,,
4FRONT PARTNERS,USA,FL,Sarasota - Bradenton,Sarasota,,,,22000.0,1.0,2014-02-11,2014-02-11,operating,,22000.0,,,,,,,,,,,,,,,,,,,
4Home,USA,CA,SF Bay Area,Sunnyvale,Software & SaaS, Cloud Computing ,2006-01-01,13766354.0,6.0,2006-08-01,2010-02-03,acquired,,9146354.0,,,270000.0,,,,,,,,,2850000.0,1000000.0,500000.0,,,,,
4INFO,USA,CA,SF Bay Area,San Mateo,Advertising & Marketing, Advertising ,2004-01-01,110288000.0,8.0,2005-03-01,2014-08-01,operating,,64288000.0,,,,6000000.0,,,,,,,,,,8000000.0,24000000.0,8000000.0,,,
4Less,,,,,E-Commerce & Retail, Marketplaces ,2012-03-01,1000000.0,1.0,2012-03-01,2012-03-01,operating,,,,,,,1000000.0,,,,,,,,,,,,,,
4meee,JPN,,Tokyo,Tokyo,E-Commerce & Retail, E-Commerce ,,500000.0,1.0,2014-08-13,2014-08-13,operating,500000.0,,,,,,,,,,,,,,,,,,,,
4moms,USA,PA,Pittsburgh,Pittsburgh,Hardware & Semiconductors, Hardware + Software ,2005-01-01,60000000.0,4.0,2005-06-17,2014-09-10,operating,,60000000.0,,,,,,,,,,,,,,,,,,,
4s91.com,,,,,Mobile, Mobile ,2011-03-01,20000000.0,1.0,2012-02-01,2012-02-01,operating,,10000000.0,,,,,,,,,,,,10000000.0,,,,,,,
4Soils,USA,CA,SF Bay Area,Stanford,Other, Kids ,2012-01-01,50000.0,1.0,2013-08-26,2013-08-26,operating,50000.0,,,,,,,,,,,,,,,,,,,,
4Tech,USA,MA,Boston,Waltham,Biotechnology, Biotechnology ,2011-01-01,7000000.0,1.0,2011-12-21,2011-12-21,operating,,,,,,,,,7000000.0,,,,,,,,,,,,
4th aspect,GBR,,Sunderland Bridge,Sunderland Bridge,Advertising & Marketing, Advertising ,2010-03-10,1121081.0,4.0,2011-03-10,2013-08-15,operating,1121081.0,,,,,,,,,,,,,,,,,,,,
4vets,BRA,,Sao Paulo,São Paulo,Other, Pets ,2013-08-01,762500.0,1.0,2013-08-29,2013-08-29,operating,,,,,,762500.0,,,,,,,,,,,,,,,
5 CUPS and some sugar,DEU,,Berlin,Berlin,E-Commerce & Retail, Curated Web ,2012-01-01,385980.0,1.0,2013-07-23,2013-07-23,operating,,,,,,,,,385980.0,,,,,,,,,,,,
5 examples,USA,NC,Raleigh,Morrisville,Software & SaaS, Software ,2004-01-01,250000.0,1.0,2010-07-14,2010-07-14,operating,,250000.0,,,,,,,,,,,,,,,,,,,
5 Million Shoppers,USA,TX,Dallas,Dallas,Mobile, Mobile ,,15000.0,1.0,2014-08-07,2014-08-07,operating,15000.0,,,,,,,,,,,,,,,,,,,,
5 Minutes,CHN,,Shanghai,Shanghai,Entertainment & Media, Games ,,7000000.0,1.0,2009-12-21,2009-12-21,operating,,3500000.0,,,,,,,,,,,,3500000.0,,,,,,,
5 O'Clock Records,USA,NY,New York City,New York,Software & SaaS, Software ,2012-01-01,440000.0,2.0,2012-03-29,2013-01-08,operating,,,,,,,440000.0,,,,,,,,,,,,,,
5 Screens Media,,,,,Software & SaaS, Business Services ,2013-10-28,80000.0,2.0,2014-06-15,2014-08-07,operating,30000.0,,,,,,50000.0,,,,,,,,,,,,,,
5 Star Mobile,USA,FL,Ft. Lauderdale,Fort Lauderdale,E-Commerce & Retail, Consumer Electronics ,2013-07-23,180000.0,1.0,2014-02-20,2014-02-20,operating,,,180000.0,,,,,,,,,,,,,,,,,,
500 Luchadores,USA,CA,SF Bay Area,Mountain View,,,,2013000.0,1.0,2014-01-27,2014-01-27,operating,,2013000.0,,,,,,,,,,,,,,,,,,,
500Friends,USA,CA,SF Bay Area,San Francisco,E-Commerce & Retail, E-Commerce ,2010-01-01,22400000.0,6.0,2009-12-15,2013-03-12,acquired,1400000.0,9500000.0,,,,2000000.0,,,,,,,,4500000.0,5000000.0,,,,,,
500Indies,,,,,,,2014-08-15,100000.0,1.0,2014-09-01,2014-09-01,operating,100000.0,,,,,,,,,,,,,,,,,,,,
500px,CAN,ON,Toronto,Toronto,Entertainment & Media, Photography ,2009-10-01,18125000.0,2.0,2011-06-03,2013-08-07,operating,525000.0,8800000.0,,,,,,,,,,,,8800000.0,,,,,,,
500Shops,NGA,,Lagos,Yaba,E-Commerce & Retail, Online Shopping ,,5000.0,1.0,2013-12-01,2013-12-01,operating,5000.0,,,,,,,,,,,,,,,,,,,,
51 Auto,,,,,Manufacturing & Logistics, Automotive ,,4500000.0,1.0,2008-06-01,2008-06-01,closed,,4500000.0,,,,,,,,,,,,,,,,,,,
51.com,CHN,,Shanghai,Shanghai,Software & SaaS, Software ,2005-01-01,48000000.0,3.0,2006-05-01,2007-07-01,operating,,27000000.0,,,,,,,,,,,,6000000.0,15000000.0,,,,,,
5151tuan,CHN,,CHN - Other,,Real Estate, Real Estate ,2009-01-01,2928257.0,1.0,2010-05-01,2010-05-01,operating,,,,,,,2928257.0,,,,,,,,,,,,,,
5173.com,CHN,,CHN - Other,Jinhua,E-Commerce & Retail, E-Commerce ,2002-11-01,15600000.0,3.0,2004-03-01,2007-12-01,operating,,9300000.0,,,,,,,,,,,,,6300000.0,,,,,,
51aiya.com,CHN,,Shenzhen,Shenzhen,Healthcare, Health Care ,2012-01-01,389673.0,1.0,2013-08-01,2013-08-01,operating,,,,,,,389673.0,,,,,,,,,,,,,,
51credit.com,CHN,,Beijing,Beijing,Finance & FinTech, Finance ,,20000000.0,2.0,2006-01-01,2007-07-01,operating,,10000000.0,,,,,,,,,,,,,10000000.0,,,,,,
51edj,CHN,,Beijing,Beijing,E-Commerce & Retail, E-Commerce ,,1158814.0,2.0,2012-03-01,2012-12-01,operating,,1000000.0,,158814.0,,,,,,,,,,,,,,,,,
51fanli,CHN,,Shanghai,Shanghai,E-Commerce & Retail, Online Shopping ,2006-01-01,40000000.0,2.0,2011-06-22,2014-05-28,operating,,20000000.0,,,,,,,,,,,,,20000000.0,,,,,,
51hejia.com,CHN,,Shanghai,Shanghai,E-Commerce & Retail, Curated Web ,,20000000.0,1.0,2007-07-26,2007-07-26,operating,,10000000.0,,,,,,,,,,,,,10000000.0,,,,,,
51Talk,CHN,,Beijing,Beijing,Education, Education ,2011-01-01,130200000.0,4.0,2011-12-01,2014-10-23,operating,,65100000.0,,,,,,,,,,,,100000.0,10000000.0,55000000.0,,,,,
51wan,CHN,,Beijing,Beijing,Entertainment & Media, Games ,2007-08-01,3000000.0,2.0,2008-04-01,2010-08-01,operating,,1500000.0,,,,,,,,,,,,1500000.0,,,,,,,
5211game,CHN,,Shanghai,Shanghai,Entertainment & Media, Games ,,1000000.0,1.0,2009-12-01,2009-12-01,operating,,1000000.0,,,,,,,,,,,,,,,,,,,
55social,,,,,Software & SaaS, Software ,2011-07-14,3000000.0,1.0,2011-11-01,2011-11-01,operating,,3000000.0,,,,,,,,,,,,,,,,,,,
55tuan.com,CHN,,Beijing,Beijing,E-Commerce & Retail, E-Commerce ,2010-03-15,400000000.0,2.0,2010-12-01,2011-07-01,operating,,200000000.0,,,,,,,,,,,,200000000.0,,,,,,,
56.com,CHN,,Guangzhou,Guangzhou,Entertainment & Media, Photography ,2005-04-01,60000000.0,2.0,2007-06-01,2007-12-01,acquired,,30000000.0,,,,,,,,,,,,10000000.0,20000000.0,,,,,,
58.com,CHN,,CHN - Other,Chaoyang,Software & SaaS, Software ,2005-01-01,1002560000.0,6.0,2006-02-01,2014-06-27,operating,,140780000.0,,,,,,,,736000000.0,,,,5000000.0,5780000.0,60000000.0,55000000.0,,,,
591wed,CHN,,Beijing,Beijing,E-Commerce & Retail, Curated Web ,,10000000.0,1.0,2013-12-03,2013-12-03,operating,,10000000.0,,,,,,,,,,,,,,,,,,,
5app,GBR,,London,London,Software & SaaS, Web Design ,2011-01-01,5100000.0,1.0,2014-06-12,2014-06-12,operating,5100000.0,,,,,,,,,,,,,,,,,,,,
5BARz International,USA,WA,Seattle,Seattle,Software & SaaS, Technology ,2008-01-01,6100000.0,2.0,2013-11-12,2014-11-17,operating,,,,,,,,,,6100000.0,,,,,,,,,,,
5gig,,,,,Other, Web Development ,2007-12-01,368750.0,1.0,2009-10-10,2009-10-10,operating,,,,,,,368750.0,,,,,,,,,,,,,,
5k Fans,USA,CA,Los Angeles,Los Angeles,Software & SaaS, Software ,,8000000.0,1.0,2009-06-10,2009-06-10,operating,,,,,,8000000.0,,,,,,,,,,,,,,,
5min Media,USA,NY,New York City,New York,Entertainment & Media, Video ,2007-01-01,25300000.0,3.0,2007-04-01,2009-07-23,acquired,,12500000.0,,,,,300000.0,,,,,,,5000000.0,7500000.0,,,,,,
5minutes,GBR,,London,London,Social & Communication, Social Media ,2011-03-19,15873.0,1.0,2012-03-19,2012-03-19,operating,15873.0,,,,,,,,,,,,,,,,,,,,
5o9,USA,CO,Denver,Boulder,Software & SaaS, Software ,2006-01-01,50000.0,1.0,2013-05-14,2013-05-14,operating,50000.0,,,,,,,,,,,,,,,,,,,,
5Rocks,KOR,,Seoul,Seoul,Entertainment & Media, Games ,2013-06-18,3987693.0,2.0,2010-09-01,2013-09-03,acquired,3987693.0,,,,,,,,,,,,,,,,,,,,
5skills,,,,,Social & Communication, Social Media ,,30000.0,1.0,2013-01-01,2013-01-01,operating,30000.0,,,,,,,,,,,,,,,,,,,,
5th Avenue Media,USA,NY,New York City,New York,Other, Distribution ,2012-07-04,250000.0,1.0,2012-09-02,2012-09-02,operating,250000.0,,,,,,,,,,,,,,,,,,,,
5th Finger,USA,CA,SF Bay Area,San Francisco,Mobile, Mobile ,2008-01-01,14000000.0,1.0,2008-06-13,2008-06-13,operating,,7000000.0,,,,,,,,,,,,7000000.0,,,,,,,
5th Planet Games,USA,CA,Sacramento,Roseville,Entertainment & Media, Mobile Games ,2009-01-01,3000000.0,1.0,2014-07-16,2014-07-16,operating,,3000000.0,,,,,,,,,,,,,,,,,,,
5to1,USA,WA,Seattle,Seattle,Advertising & Marketing, Internet Marketing ,2009-01-01,17129760.0,4.0,2009-06-17,2010-11-10,acquired,,15302260.0,,,,1827500.0,,,,,,,,,,,,,,,
60mo,GBR,,Edinburgh,Edinburgh,Finance & FinTech, Finance ,2009-06-01,2300000.0,3.0,2009-06-29,2011-01-19,acquired,300000.0,1000000.0,,,,,,,,,,,,1000000.0,,,,,,,
64 Pixels,USA,CA,SF Bay Area,Mountain View,E-Commerce & Retail, Curated Web ,2010-10-01,100000.0,1.0,2010-10-01,2010-10-01,operating,,,,,,,100000.0,,,,,,,,,,,,,,
640 Labs,USA,IL,Chicago,Chicago,Software & SaaS, Software ,2013-01-01,3050000.0,3.0,2014-06-20,2014-10-20,operating,2700000.0,,,,350000.0,,,,,,,,,,,,,,,,
6connect,USA,CA,SF Bay Area,San Francisco,Software & SaaS, Web Hosting ,2009-01-01,4000000.0,1.0,2011-08-23,2011-08-23,operating,,2000000.0,,,,,,,,,,,,2000000.0,,,,,,,
6fusion,USA,NC,Raleigh,Raleigh,Software & SaaS, Enterprise Software ,2008-01-01,35250000.0,5.0,2010-08-23,2014-09-10,operating,,10700000.0,,,,14550000.0,,,,,,,,3000000.0,7000000.0,,,,,,
6Qube,USA,TX,Austin,Cedar Park,,,2009-01-01,100000.0,1.0,2014-10-29,2014-10-29,operating,,,,,,100000.0,,,,,,,,,,,,,,,
